0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.09473900123966703,0.638508531148238,-0.02841995688208635,0.0324763495646006,0.05910809465101047,0.4561826506299294,0.4305804328212825,0.07021626737761838,-0.17274530169527208,0.09068870088805979,-0.562779784459465,-0.29958104765326554,0.29642968308814777,0.42415985988822313
0.30429280267458975,-0.17853769734705954,0.345183901512512,0.020776099197467444,0.4850290178,0.539067250593479,-0.25165467312694545,0.3041003838379152,-0.26375866368616596,-0.28348556069462444,0.6011272304849412,0.15313434831555667,0.07780575805741138,0.018036862960853602
0.6147925746320336,0.13715969000113015,-0.023298853152712455,-0.15083397643682037,0.5131118397660105,-0.18364956944900065,0.41388090131500144,0.058658740807181274,0.32873998903218055,0.6821106843158818,0.17806408446751784,0.5548433998186,0.16531787974072773,0.7269584041511127
0.4009274360971949,-0.340283074718231,0.5343624155861336,0.2641975355777691,-0.12508813679084757,-0.19619368343746602,0.6218515146648004,0.22503936506137434,-0.40321021184476546,0.364922639331425,0.34515379255718026,0.13543501891526102,0.15715972056291094,0.09854085061448158
0.30116189964689183,0.3076633979888045,0.08536287308460058,0.15803445976543093,0.46923879305552146,-0.6126666788278387,0.30209403679166397,0.11460622186629774,0.5794860773860588,0.05087080460670364,-0.053515794287655884,-0.5713622697888453,-0.0012573407343141904,-0.21302256535061348
-0.13954099450543433,-0.021161386702441207,0.03163912219078055,0.16276528891515887,0.5697346011301245,0.2631133532759222,-0.28837303840716494,-0.33352536713888653,0.6930471092157204,0.5178067585791558,0.3634755914939272,-0.07717203790574027,0.39940686983243384,0.0314229423214126
-0.1008704137204731,0.436266113927656,0.6102273527880802,0.10270901083738722,0.17339913387982914,0.17815272048073072,0.10408785595054942,0.006893513943484808,0.35028064208928417,0.22315258360127949,0.22508893750982456,0.775380605312784,0.04402467355148975,0.21530307160637188
-0.023885059715106852,0.2350653951035475,0.027816125667021855,0.5242617871976379,-0.4934631838286064,0.40163847295173005,-0.42794957202665085,-0.1504720968769933,0.013947950383634958,0.028125712879778268,-0.22254477737097425,-0.0235862632267287,-0.2428801052691541,0.1771544613480871
0.2691946544591146,0.19457489354016055,-0.11060829203465986,-0.1317188441818264,0.03687859674916361,0.29721168544050336,0.20223236382388515,0.6546658623393949,0.45408461994343213,0.4600992446386366,0.14433393846869383,0.6098946490556209,0.04945416501807925,-0.029293276379937446
-0.1578645182206568,0.15914781632455452,-0.023199102748579784,0.4443068247381352,-0.026268049454602132,-0.09400759174259583,0.5457544233264865,0.18666740520849975,-0.0540722832134976,-0.2280593015759734,0.5171515000035145,0.5898813651456598,0.8091801282847206,-0.1804531467297121
